id_ies,cod,nome,categoria,sigla,tipo_organizacao
242,267,"CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA","Privada sem fins lucrativos",,"Centro Universitário"
243,2056,"FACULDADE DA ALTA PAULISTA","Privada com fins lucrativos",FAP,Faculdade
244,269,"FACULDADE FACCAT","Privada com fins lucrativos",FACCAT,Faculdade
245,271,"UNIVERSIDADE DO OESTE PAULISTA","Privada sem fins lucrativos",UNOESTE,Universidade
246,275,"UNIVERSIDADE DO VALE DO PARAÍBA","Privada sem fins lucrativos",UNIVAP,Universidade
247,276,"FACULDADE DE DIREITO DE SOROCABA","Privada sem fins lucrativos",FADI,Faculdade
248,277,"CENTRO UNIVERSITÁRIO AUGUSTO MOTTA","Privada sem fins lucrativos",UNISUAM,"Centro Universitário"
249,278,"FACULDADES INTEGRADAS SIMONSEN","Privada sem fins lucrativos",FIS,Faculdade
250,279,"FACULDADES INTEGRADAS HÉLIO ALONSO","Privada sem fins lucrativos",FACHA,Faculdade
251,1559,"CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO","Privada sem fins lucrativos",UNESC,"Centro Universitário"
252,288,"FACULDADE DE DIREITO DO VALE DO RIO DOCE","Privada sem fins lucrativos",FADIVALE,Faculdade
253,5318,"FACULDADE GUILHERME GUIMBALA","Privada sem fins lucrativos",FGG,Faculdade
254,294,"FACULDADE TRÊS DE MAIO","Privada sem fins lucrativos",SETREM,Faculdade
255,295,"UNIVERSIDADE DE SANTA CRUZ DO SUL","Privada sem fins lucrativos",UNISC,Universidade
256,296,"Centro Universitário da Regiao da Campanha","Privada sem fins lucrativos",,"Centro Universitário"
257,5600,"FACULDADES INTEGRADAS SÃO JUDAS TADEU","Privada sem fins lucrativos",SJT,Faculdade
258,299,"FACULDADE DE JANDAIA DO SUL","Privada sem fins lucrativos",FAFIJAN,Faculdade
259,3983,"CENTRO UNIVERSITÁRIO DE FORMIGA","Privada sem fins lucrativos",UNIFORMG,"Centro Universitário"
260,1064,"Faculdade Doctum de Vitória","Privada sem fins lucrativos",DOCTUM,Faculdade
261,5313,"Faculdades Unificadas de Cataguases","Privada sem fins lucrativos",FUC,Faculdade
262,5316,"Faculdades Unificadas de Leopoldina","Privada sem fins lucrativos",FUL,Faculdade
263,1063,"Faculdade Doctum de Vila Velha","Privada sem fins lucrativos",DOCTUM,Faculdade
264,2220,"Faculdade Doctum de Juiz de Fora","Privada sem fins lucrativos",DOCTUM,Faculdade
265,5315,"Faculdades Unificadas de Iúna","Privada sem fins lucrativos",FUI,Faculdade
266,5276,"Faculdade Doctum de Carangola","Privada sem fins lucrativos",DOCTUM,Faculdade
267,1558,"Faculdade Doctum de Joao Monlevade","Privada sem fins lucrativos",DOCTUM,Faculdade
268,1243,"Faculdade Doctum de Serra","Privada sem fins lucrativos",DOCTUM,Faculdade
269,5370,"Centro Universitário Doctum de Teófilo Otoni","Privada sem fins lucrativos",UNIDOCTUM,"Centro Universitário"
270,1909,"FACULDADES DOCTUM DE IPATINGA","Privada sem fins lucrativos",,Faculdade
271,1568,"FACULDADES DOCTUM DE CARATINGA","Privada sem fins lucrativos",DOCTUM,Faculdade
272,5314,"Faculdades Doctum de Guarapari","Privada sem fins lucrativos",DOCTUM,Faculdade
273,2096,"FACULDADE DOCTUM DE MANHUAÇU - DOCTUM","Privada sem fins lucrativos",FCM,Faculdade
274,1926,"FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES","Privada sem fins lucrativos",UNIPACAT,Faculdade
275,21812,"Faculdade Regional de Leopoldina","Privada sem fins lucrativos",,Faculdade
276,1254,"FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO","Privada sem fins lucrativos",FAI,Faculdade
277,307,"FACULDADE DE MEDICINA DE BARBACENA","Privada sem fins lucrativos",FAME,Faculdade
278,14151,"Faculdade Presidente Antônio Carlos de Nova Lima","Privada sem fins lucrativos",,Faculdade
279,14248,"Faculdade Presidente Antônio Carlos de Uberlândia","Privada sem fins lucrativos",,Faculdade
280,14157,"Faculdade de Educaçao e Estudos Sociais de Uberlândia","Privada sem fins lucrativos",FEESU,Faculdade
281,14246,"Faculdade Presidente Antônio Carlos de Uberaba","Privada sem fins lucrativos",,Faculdade
282,14115,"Faculdade Presidente Antônio Carlos de Ponte Nova","Privada sem fins lucrativos",,Faculdade
283,14162,"Faculdade Presidente Antônio Carlos de Governador Valadares","Privada sem fins lucrativos","FAPAC - GV",Faculdade
284,308,"CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS","Privada sem fins lucrativos",UNIPAC,"Centro Universitário"
285,15453,"Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete","Privada sem fins lucrativos",,Faculdade
286,15357,"Faculdade Presidente Antônio Carlos de Ubá","Privada sem fins lucrativos",,Faculdade
287,15467,"Faculdade Presidente Antônio Carlos de Visconde do Rio Branco","Privada sem fins lucrativos",,Faculdade
288,15468,"Faculdade Presidente Antônio Carlos de Leopoldina","Privada sem fins lucrativos",,Faculdade
289,14206,"Faculdade Presidente Antônio Carlos de Elói Mendes","Privada sem fins lucrativos",,Faculdade
290,14155,"Faculdade Presidente Antônio Carlos de Sabará","Privada sem fins lucrativos","FUNEES Sabará",Faculdade
291,14101,"Faculdade Presidente Antônio Carlos de Baependi","Privada sem fins lucrativos","FAPAC BAEPENDI",Faculdade
292,14148,"Faculdade Presidente Antônio Carlos de Mariana","Privada sem fins lucrativos",FAPAM,Faculdade
293,14133,"Faculdade Presidente Antônio Carlos de Lambari","Privada sem fins lucrativos","FAPAC LAMBARI",Faculdade
294,14147,"Faculdade Presidente Antônio Carlos de Barao de Cocais","Privada sem fins lucrativos",,Faculdade
295,14132,"Faculdade Presidente Antônio Carlos de Itanhandu","Privada sem fins lucrativos",FAPACI,Faculdade
296,14243,"Faculdade Presidente Antônio Carlos de Itabirito","Privada sem fins lucrativos",,Faculdade
297,14121,"Faculdade Presidente Antônio Carlos de Sao Joao Nepomuceno","Privada sem fins lucrativos",,Faculdade
298,1624,"FACULDADE MARECHAL RONDON","Privada sem fins lucrativos",FMR,Faculdade
299,22316,"FACULDADE NOVE DE JULHO MAUÁ","Privada sem fins lucrativos",NOVE_MAUÁ,Faculdade
300,316,"UNIVERSIDADE NOVE DE JULHO","Privada sem fins lucrativos",UNINOVE,Universidade
301,22312,"FACULDADE NOVE DE JULHO DE OSASCO","Privada sem fins lucrativos",NOVE-OSASCO,Faculdade
302,321,"FACULDADE UNIDAS DE TATUI","Privada sem fins lucrativos",FDT,Faculdade
303,1128,"UNIVERSIDADE DE ITAÚNA","Privada sem fins lucrativos",UI,Universidade
304,4722,"FACULDADES INTEGRADAS VIANNA JÚNIOR","Privada com fins lucrativos",FIVJ,Faculdade
305,1221,"FACULDADE GAMMON","Privada sem fins lucrativos",,Faculdade
306,330,"UNIVERSIDADE IGUAÇU","Privada sem fins lucrativos",UNIG,Universidade
307,1846,"CENTRO UNIVERSITÁRIO DE LINS","Privada sem fins lucrativos",UNILINS,"Centro Universitário"
308,336,"FACULDADE MACHADO SOBRINHO","Privada sem fins lucrativos",FMS,Faculdade
309,1825,"FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS","Privada sem fins lucrativos",FEAD,Faculdade
310,1139,"FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG","Privada sem fins lucrativos","FEAD - MG",Faculdade
311,1860,"FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN","Privada sem fins lucrativos",FAJANSSEN,Faculdade
312,1923,"FACULDADE DE DIREITO PADRE ARNALDO JANSSEN","Privada sem fins lucrativos",FAJANSSEN,Faculdade
313,337,"CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA","Privada sem fins lucrativos",CES/JF,Faculdade
314,338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","Privada sem fins lucrativos","PUC MINAS",Universidade
315,343,"CENTRO UNIVERSITÁRIO NEWTON PAIVA","Privada com fins lucrativos","NEWTON PAIVA","Centro Universitário"
316,345,"ESCOLA DE ENGENHARIA KENNEDY","Privada sem fins lucrativos",EEK,Faculdade
317,346,"INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA","Privada sem fins lucrativos",ISCA,Faculdade
318,351,"FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS","Privada sem fins lucrativos",FCMMG,Faculdade
319,352,"CENTRO UNIVERSITÁRIO DE JOÃO PESSOA","Privada com fins lucrativos",UNIPÊ,"Centro Universitário"
320,355,"UNIVERSIDADE TUIUTI DO PARANÁ","Privada com fins lucrativos",UTP,Universidade
321,360,"CENTRO UNIVERSITÁRIO PAULISTANO","Privada sem fins lucrativos",UNIPAULISTANA,"Centro Universitário"
322,363,"FACULDADE MOZARTEUM DE SÃO PAULO","Privada sem fins lucrativos",FAMOSP,Faculdade
323,1450,"CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO","Privada sem fins lucrativos",UNICERP,"Centro Universitário"
324,367,"UNIVERSIDADE ESTADUAL DE MONTES CLAROS","Pública Estadual",UNIMONTES,Universidade
325,368,"FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA","Privada sem fins lucrativos",FEFISO,Faculdade
326,3177,"FACULDADE DE ADMINISTRAÇÃO DA FESPSP","Privada sem fins lucrativos",FADFESPSP,Faculdade
327,372,"FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO","Privada sem fins lucrativos",FABCI,Faculdade
328,373,"ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO","Privada sem fins lucrativos",ESP,Faculdade
329,2556,"FIAM-FAAM - CENTRO UNIVERSITÁRIO","Privada sem fins lucrativos",UNIFIAM-FAAM,"Centro Universitário"
330,374,"CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS","Privada sem fins lucrativos",FMU,"Centro Universitário"
331,985,"FACULDADE EVANGÉLICA DE RUBIATABA","Privada com fins lucrativos",FER,Faculdade
332,3389,"FACULDADE EVANGÉLICA RAÍZES","Privada sem fins lucrativos",RAÍZES,Faculdade
333,3789,"FACULDADE EVANGÉLICA DE GOIANÉSIA","Privada sem fins lucrativos",,Faculdade
334,4113,"FACULDADE EVANGÉLICA DE CERES","Privada com fins lucrativos",FACER,Faculdade
335,15173,"FACULDADE EVANGÉLICA DE JARAGUÁ","Privada com fins lucrativos",FEJA,Faculdade
336,384,"CENTRO UNIVERSITÁRIO DE ANÁPOLIS","Privada sem fins lucrativos",UNIEVANGÉLICA,"Centro Universitário"
337,17680,"FACULDADE EVANGÉLICA DE SENADOR CANEDO","Privada sem fins lucrativos",FESC,Faculdade
338,385,"UNIVERSIDADE SALVADOR","Privada com fins lucrativos",UNIFACS,Universidade
339,386,"CENTRO UNIVERSITÁRIO DE GOIÁS","Privada com fins lucrativos",UNI-ANHANGÜERA,"Centro Universitário"
340,387,"UNIVERSIDADE CATÓLICA DOM BOSCO","Privada sem fins lucrativos",UCDB,Universidade
341,1155,"FACULDADE SALESIANA DE SANTA TERESA","Privada sem fins lucrativos",FSST,Faculdade
342,4522,"CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM","Privada sem fins lucrativos",UNISALESIANO,"Centro Universitário"
343,1355,"FACULDADES INTEGRADAS DE JAHU","Privada sem fins lucrativos",FIJ,Faculdade
344,396,"Centro Universitário Ruy Barbosa Wyden","Privada com fins lucrativos","UniRuy Wyden","Centro Universitário"
345,1709,"Centro Universitário Tiradentes de Pernambuco","Privada com fins lucrativos","UNIT PE","Centro Universitário"
346,398,"UNIVERSIDADE TIRADENTES","Privada com fins lucrativos",UNIT,Universidade
347,22514,"FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES","Privada com fins lucrativos",,Faculdade
348,4530,"CENTRO UNIVERSITÁRIO TIRADENTES","Privada com fins lucrativos",FITS,"Centro Universitário"
349,399,"ESCOLA DE ENGENHARIA DE AGRIMENSURA","Privada sem fins lucrativos",EEA,Faculdade
350,4420,"FACULDADES INTEGRADAS BARROS MELO","Privada com fins lucrativos",FIBAM,Faculdade
351,402,"CENTRO UNIVERSITÁRIO DE BRASÍLIA","Privada sem fins lucrativos",UNICEUB,"Centro Universitário"
352,878,"Centro Universitário Católica do Leste de Minas Gerais","Privada sem fins lucrativos",UNILESTE,"Centro Universitário"
353,2723,"FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE","Privada sem fins lucrativos",CATÓLICA,Faculdade
354,403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","Privada sem fins lucrativos",UCB,Universidade
355,2365,"CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS","Privada sem fins lucrativos",UNICATÓLICA,"Centro Universitário"
356,404,"FACULDADES INTEGRADAS DA UPIS","Privada sem fins lucrativos",UPIS,Faculdade
357,405,"FOCCA - FACULDADE DE OLINDA","Privada sem fins lucrativos",FOCCA,Faculdade
358,409,"UNIVERSIDADE DE PERNAMBUCO","Pública Estadual",UPE,Universidade
359,410,"FACULDADE DE CIÊNCIAS HUMANAS ESUDA","Privada sem fins lucrativos",FCHE,Faculdade
360,415,"FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO","Privada sem fins lucrativos",FCMSCSP,Faculdade
361,417,"UNIVERSIDADE CIDADE DE SÃO PAULO","Privada com fins lucrativos",UNICID,Universidade
362,1224,"CENTRO UNIVERSITÁRIO DE JALES","Privada sem fins lucrativos",UNIJALES,"Centro Universitário"
363,420,"UNIVERSIDADE DE MARÍLIA","Privada com fins lucrativos",UNIMAR,Universidade
364,423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES","Privada sem fins lucrativos",URI,Universidade
365,1842,"FACULDADES INTEGRADAS MACHADO DE ASSIS","Privada sem fins lucrativos",FEMA,Faculdade
366,426,"UNIVERSIDADE FRANCISCANA","Privada sem fins lucrativos",UFN,Universidade
367,3529,"CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA","Privada sem fins lucrativos",UNIVEM,"Centro Universitário"
368,430,"CENTRO UNIVERSITÁRIO FILADÉLFIA","Privada sem fins lucrativos",UNIFIL,"Centro Universitário"
369,431,"FACULDADE DE MEDICINA DE MARÍLIA","Pública Estadual",FAMEMA,Faculdade
370,432,"FACULDADE PARANAENSE","Privada sem fins lucrativos",FACCAR,Faculdade
371,434,"FACULDADE SANTA MARCELINA","Privada sem fins lucrativos",FASM,Faculdade
372,435,"FACULDADE SANTA MARCELINA MURIAÉ - FASM","Privada sem fins lucrativos",FASM,Faculdade
373,4010,"CENTRO UNIVERSITÁRIO METODISTA","Privada sem fins lucrativos",IPA,"Centro Universitário"
374,437,"UNIVERSIDADE PARANAENSE","Privada sem fins lucrativos",UNIPAR,Universidade
375,439,"FACULDADE DOUTOR FRANCISCO MAEDA","Privada sem fins lucrativos",FAFRAM,Faculdade
376,22175,"Faculdade  Sao Joaquim da Barra","Privada sem fins lucrativos",,Faculdade
377,438,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA","Privada sem fins lucrativos",FFCL,Faculdade
378,440,"FACULDADE DE DIREITO DE ITÚ","Privada com fins lucrativos",FADITU,Faculdade
379,441,"UNIVERSIDADE DO CONTESTADO","Privada sem fins lucrativos",UNC,Universidade
380,4793,"FACULDADES INTEGRADAS DE ITARARÉ","Privada com fins lucrativos",FAFIT-FACIC,Faculdade
381,446,"UNIVERSIDADE DE CRUZ ALTA","Privada sem fins lucrativos",UNICRUZ,Universidade
382,448,"CENTRO UNIVERSITÁRIO RITTER DOS REIS","Privada com fins lucrativos",UNIRITTER,"Centro Universitário"
383,5317,"FACULDADE PORTO-ALEGRENSE","Privada sem fins lucrativos",FAPA,Faculdade
384,453,"CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS","Privada sem fins lucrativos",CEULP,"Centro Universitário"
385,452,"CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS","Privada sem fins lucrativos",CEULM/ULBRA,"Centro Universitário"
386,449,"UNIVERSIDADE LUTERANA DO BRASIL","Privada sem fins lucrativos",ULBRA,Universidade
387,1426,"INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA","Privada sem fins lucrativos",ILES,Faculdade
388,451,"CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM","Privada sem fins lucrativos",CEULS,"Centro Universitário"
389,454,"FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS","Privada sem fins lucrativos",FACCCA,Faculdade
390,456,"CENTRO UNIVERSITÁRIO SANT¿ANNA","Privada sem fins lucrativos",UNISANT'ANNA,"Centro Universitário"
391,461,"FACULDADE ARMANDO ALVARES PENTEADO","Privada sem fins lucrativos",FA-FAAP,Faculdade
392,466,"UNIVERSIDADE ANHEMBI MORUMBI","Privada com fins lucrativos",UAM,Universidade
393,2565,"ABEU - CENTRO UNIVERSITÁRIO","Privada sem fins lucrativos",UNIABEU,"Centro Universitário"
394,1419,"CENTRO UNIVERSITÁRIO CURITIBA","Privada com fins lucrativos",UNICURITIBA,"Centro Universitário"
395,472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","Privada com fins lucrativos",UNIGRANRIO,Universidade
396,474,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO","Privada sem fins lucrativos",FFCLDB,Faculdade
397,473,"FACULDADE DE CIÊNCIAS ECONÔMICAS","Privada sem fins lucrativos",FCEACDB,Faculdade
398,1081,"FACULDADE DE ENGENHARIA DE RESENDE","Privada sem fins lucrativos",FER,Faculdade
399,475,"FACULDADE DE MEDICINA DE PETRÓPOLIS","Privada sem fins lucrativos",FMP,Faculdade
400,1080,"FACULDADE ARTHUR SÁ EARP NETO","Privada sem fins lucrativos",FASE,Faculdade
401,1542,"CENTRO UNIVERSITÁRIO GERALDO DI BIASE","Privada sem fins lucrativos",UGB,"Centro Universitário"
402,480,"CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS","Privada sem fins lucrativos",UNIFESO,"Centro Universitário"
403,482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","Privada sem fins lucrativos",UNESC,Universidade
404,483,"CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO","Privada sem fins lucrativos",UNIMESP,"Centro Universitário"
405,1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","Privada sem fins lucrativos",UNIPLAC,Universidade
406,5242,"UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL","Pública Estadual",UNEAL,Universidade
407,489,"CENTRO UNIVERSITÁRIO DE VOLTA REDONDA","Privada sem fins lucrativos",UNIFOA,"Centro Universitário"
408,490,"CENTRO UNIVERSITÁRIO DE VALENÇA","Privada sem fins lucrativos",UNIFAA,"Centro Universitário"
409,491,"CENTRO UNIVERSITÁRIO DON DOMÊNICO","Privada sem fins lucrativos",UNIDON,"Centro Universitário"
410,494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","Privada sem fins lucrativos",UNISUL,Universidade
411,495,"FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA","Pública Municipal",FESB,Faculdade
412,496,"UNIVERSIDADE DE FRANCA","Privada com fins lucrativos",UNIFRAN,Universidade
413,1420,"FACULDADES DE DRACENA","Pública Municipal",,Faculdade
414,5215,"CENTRO UNIVERSITÁRIO PADRE ALBINO","Privada sem fins lucrativos",,"Centro Universitário"
415,501,"ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA","Privada sem fins lucrativos",EMESCAM,Faculdade
416,502,"CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU","Privada com fins lucrativos",CSJT,"Centro Universitário"
417,4030,"CENTRO UNIVERSITÁRIO FLUMINENSE","Privada sem fins lucrativos",UNIFLU,"Centro Universitário"
418,506,"FACULDADE DE MEDICINA DE CAMPOS","Privada sem fins lucrativos",FMC,Faculdade
419,508,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM","Privada sem fins lucrativos",FACESM,Faculdade
420,510,"FACULDADE WENCESLAU BRAZ","Privada sem fins lucrativos",,Faculdade
421,3875,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ","Privada sem fins lucrativos",UNIFEG,"Centro Universitário"
422,513,"UNIVERSIDADE VALE DO RIO DOCE","Privada sem fins lucrativos",UNIVALE,Universidade
423,514,"CENTRO UNIVERSITÁRIO DE BARRA MANSA","Privada sem fins lucrativos",UBM,"Centro Universitário"
424,517,"FACULDADE DE EDUCAÇÃO SÃO LUÍS","Privada sem fins lucrativos",FESL,Faculdade
425,518,"CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL","Privada com fins lucrativos",UDF,"Centro Universitário"
426,519,"UNIVERSIDADE CATÓLICA DO SALVADOR","Privada sem fins lucrativos",UCSAL,Universidade
427,521,"UNIVERSIDADE DE MOGI DAS CRUZES","Privada com fins lucrativos",UMC,Universidade
428,522,"CENTRO UNIVERSITÁRIO CELSO LISBOA","Privada sem fins lucrativos",UCL,"Centro Universitário"
429,526,"CENTRO UNIVERSITÁRIO BRAZ CUBAS","Privada com fins lucrativos",,"Centro Universitário"
430,527,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS","Privada sem fins lucrativos","PUC GOIÁS",Universidade
431,528,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO","Privada sem fins lucrativos",PUC-RIO,Universidade
432,530,"FACULDADE DE MÚSICA DO ESPÍRITO SANTO","Pública Estadual",FAMES,Faculdade
433,3515,"CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO","Privada sem fins lucrativos",UNIVISA,"Centro Universitário"
434,532,"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL","Privada sem fins lucrativos",UNIJUI,Universidade
435,533,"FACULDADES INTEGRADAS DE ITAPETININGA","Privada sem fins lucrativos",FII,Faculdade
436,534,"ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA","Privada sem fins lucrativos",EBMSP,Faculdade
437,535,"CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN","Pública Municipal",FAFIMAN,Faculdade
438,546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO","Privada sem fins lucrativos",PUCSP,Universidade
439,161,"CENTRO UNIVERSITÁRIO ASSUNÇÃO","Privada sem fins lucrativos",UNIFAI,"Centro Universitário"
440,547,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO","Pública Estadual",UERJ,Universidade
441,549,"UNIVERSIDADE FEDERAL DO ACRE","Pública Federal",UFAC,Universidade
442,550,"UNIVERSIDADE ESTADUAL DA PARAÍBA","Pública Estadual",UEPB,Universidade
443,3966,"CENTRO UNIVERSITÁRIO DE CARATINGA","Privada sem fins lucrativos",UNEC,"Centro Universitário"
444,555,"UNIVERSIDADE DE FORTALEZA","Privada sem fins lucrativos",UNIFOR,Universidade
445,568,"UNIVERSIDADE ESTADUAL DO MARANHÃO","Pública Estadual",UEMA,Universidade
446,4016,"INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS","Pública Federal",INES,Faculdade
447,602,"INSTITUTO TECNOLÓGICO DE AERONÁUTICA","Pública Federal",ITA,Faculdade
448,605,"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL","Pública Municipal",USCS,Universidade
449,607,"FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM","Privada sem fins lucrativos",FACCACI,Faculdade
450,606,"FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM","Privada sem fins lucrativos",FDCI,Faculdade
451,608,"ESCOLA SUPERIOR DE CRUZEIRO PREFEITO HAMILTON VIEIRA MENDES","Pública Municipal",ESEFIC,Faculdade
452,3514,"FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES","Privada sem fins lucrativos","FACE - ALFOR",Faculdade
453,4219,"INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY","Privada sem fins lucrativos",ISEFOR,Faculdade
454,615,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS PROFESSORA NAIR FORTES ABU-MERHY","Privada sem fins lucrativos","FAFI - PRONAFOR",Faculdade
455,3516,"FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO","Privada sem fins lucrativos","FAC - SAUDE ARTHE",Faculdade
456,3432,"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS  SAÚDE E EDUCAÇÃO DE GUARULHOS","Privada sem fins lucrativos",FG,Faculdade
